ionIdx	ionMz		001 / F5_185_PE_T16_1_F5_185_PE	002 / F5_185_PE_T16_1_F5_185_PE	003 / F5_262_PE_T0_1_F5_262_PE	004 / F5_262_PE_T0_1_F5_262_PE	005 / Neg_PE_T0_3_no_PE	006 / Neg_PE_T0_3_no_PE	007 / F5_351_PE_T0_3_F5_351_PE	008 / F5_351_PE_T0_3_F5_351_PE	009 / F5_186_PE_T16_5_F5_186_PE	010 / F5_186_PE_T16_5_F5_186_PE	011 / F5_186_PE_T16_3_F5_186_PE	012 / F5_186_PE_T16_3_F5_186_PE	013 / F5_259_PE_T16_1_F5_259_PE	014 / F5_259_PE_T16_1_F5_259_PE	015 / F5_261_PE_T0_3_F5_261_PE	016 / F5_261_PE_T0_3_F5_261_PE	017 / F5_352_PE_T0_2_F5_352_PE	018 / F5_352_PE_T0_2_F5_352_PE	019 / F5_353_PE_T0_3_F5_353_PE	020 / F5_353_PE_T0_3_F5_353_PE	021 / F5_186_PE_T0_5_F5_186_PE	022 / F5_186_PE_T0_5_F5_186_PE	023 / F5_260_PE_T0_3_F5_260_PE	024 / F5_260_PE_T0_3_F5_260_PE	025 / F5_353_PE_T0_1_F5_353_PE	026 / F5_353_PE_T0_1_F5_353_PE	027 / F5_185_PE_T16_3_F5_185_PE	028 / F5_185_PE_T16_3_F5_185_PE	029 / F5_184_PE_T0_5_F5_184_PE	030 / F5_184_PE_T0_5_F5_184_PE	031 / F5_184_PE_T16_3_F5_184_PE	032 / F5_184_PE_T16_3_F5_184_PE	033 / F5_186_PE_T0_1_F5_186_PE	034 / F5_186_PE_T0_1_F5_186_PE	035 / F5_184_PE_T0_3_F5_184_PE	036 / F5_184_PE_T0_3_F5_184_PE	037 / Neg_PE_T0_2_no_PE	038 / Neg_PE_T0_2_no_PE	039 / F5_183_PE_T0_3_F5_183_PE	040 / F5_183_PE_T0_3_F5_183_PE	041 / F5_260_PE_T0_2_F5_260_PE	042 / F5_260_PE_T0_2_F5_260_PE	043 / F5_184_PE_T0_4_F5_184_PE	044 / F5_184_PE_T0_4_F5_184_PE	045 / F5_185_PE_T0_1_F5_185_PE	046 / F5_185_PE_T0_1_F5_185_PE	047 / F5_184_PE_T0_1_F5_184_PE	048 / F5_184_PE_T0_1_F5_184_PE	049 / F5_350_PE_T0_1_F5_350_PE	050 / F5_350_PE_T0_1_F5_350_PE	051 / F5_263_PE_T0_1_F5_263_PE	052 / F5_263_PE_T0_1_F5_263_PE	053 / F5_184_PE_T16_4_F5_184_PE	054 / F5_184_PE_T16_4_F5_184_PE	055 / F5_259_PE_T0_1_F5_259_PE	056 / F5_259_PE_T0_1_F5_259_PE	057 / F5_352_PE_T0_3_F5_352_PE	058 / F5_352_PE_T0_3_F5_352_PE	059 / F5_259_PE_T0_4_F5_259_PE	060 / F5_259_PE_T0_4_F5_259_PE	061 / F5_261_PE_T0_4_F5_261_PE	062 / F5_261_PE_T0_4_F5_261_PE	063 / F5_260_PE_T0_4_F5_260_PE	064 / F5_260_PE_T0_4_F5_260_PE	065 / F5_183_PE_T0_4_F5_183_PE	066 / F5_183_PE_T0_4_F5_183_PE	067 / F5_185_PE_T0_3_F5_185_PE	068 / F5_185_PE_T0_3_F5_185_PE	069 / F5_260_PE_T0_5_F5_260_PE	070 / F5_260_PE_T0_5_F5_260_PE	071 / F5_354_PE_T0_5_F5_354_PE	072 / F5_354_PE_T0_5_F5_354_PE	073 / F5_352_PE_T0_4_F5_352_PE	074 / F5_352_PE_T0_4_F5_352_PE	075 / F5_351_PE_T0_1_F5_351_PE	076 / F5_351_PE_T0_1_F5_351_PE	077 / F5_350_PE_T0_5_F5_350_PE	078 / F5_350_PE_T0_5_F5_350_PE	079 / F5_259_PE_T0_2_F5_259_PE	080 / F5_259_PE_T0_2_F5_259_PE	081 / F5_261_PE_T0_1_F5_261_PE	082 / F5_261_PE_T0_1_F5_261_PE	083 / F5_185_PE_T0_5_F5_185_PE	084 / F5_185_PE_T0_5_F5_185_PE	085 / F5_185_PE_T0_2_F5_185_PE	086 / F5_185_PE_T0_2_F5_185_PE	087 / F5_186_PE_T0_4_F5_186_PE	088 / F5_186_PE_T0_4_F5_186_PE	089 / F5_263_PE_T0_2_F5_263_PE	090 / F5_263_PE_T0_2_F5_263_PE	091 / F5_183_PE_T0_5_F5_183_PE	092 / F5_183_PE_T0_5_F5_183_PE	093 / F5_186_PE_T16_2_F5_186_PE	094 / F5_186_PE_T16_2_F5_186_PE	095 / F5_183_PE_T16_1_F5_183_PE	096 / F5_183_PE_T16_1_F5_183_PE	097 / F5_262_PE_T0_4_F5_262_PE	098 / F5_262_PE_T0_4_F5_262_PE	099 / F5_350_PE_T0_2_F5_350_PE	100 / F5_350_PE_T0_2_F5_350_PE	101 / F5_185_PE_T16_2_F5_185_PE	102 / F5_185_PE_T16_2_F5_185_PE	103 / F5_353_PE_T0_5_F5_353_PE	104 / F5_353_PE_T0_5_F5_353_PE	105 / Neg_PE_T0_5_no_PE	106 / Neg_PE_T0_5_no_PE	107 / F5_186_PE_T16_1_F5_186_PE	108 / F5_186_PE_T16_1_F5_186_PE	109 / F5_261_PE_T0_2_F5_261_PE	110 / F5_261_PE_T0_2_F5_261_PE	111 / F5_263_PE_T0_5_F5_263_PE	112 / F5_263_PE_T0_5_F5_263_PE	113 / F5_263_PE_T0_4_F5_263_PE	114 / F5_263_PE_T0_4_F5_263_PE	115 / F5_184_PE_T16_2_F5_184_PE	116 / F5_184_PE_T16_2_F5_184_PE	117 / F5_262_PE_T0_5_F5_262_PE	118 / F5_262_PE_T0_5_F5_262_PE	119 / F5_183_PE_T0_2_F5_183_PE	120 / F5_183_PE_T0_2_F5_183_PE	121 / F5_259_PE_T0_3_F5_259_PE	122 / F5_259_PE_T0_3_F5_259_PE	123 / F5_259_PE_T0_5_F5_259_PE	124 / F5_259_PE_T0_5_F5_259_PE	125 / F5_183_PE_T16_3_F5_183_PE	126 / F5_183_PE_T16_3_F5_183_PE	127 / F5_183_PE_T16_4_F5_183_PE	128 / F5_183_PE_T16_4_F5_183_PE	129 / F5_183_PE_T0_1_F5_183_PE	130 / F5_183_PE_T0_1_F5_183_PE	131 / F5_350_PE_T0_3_F5_350_PE	132 / F5_350_PE_T0_3_F5_350_PE	133 / F5_353_PE_T0_4_F5_353_PE	134 / F5_353_PE_T0_4_F5_353_PE	135 / F5_350_PE_T0_4_F5_350_PE	136 / F5_350_PE_T0_4_F5_350_PE	137 / F5_352_PE_T0_5_F5_352_PE	138 / F5_352_PE_T0_5_F5_352_PE	139 / F5_186_PE_T16_4_F5_186_PE	140 / F5_186_PE_T16_4_F5_186_PE	141 / Neg_PE_T0_1_no_PE	142 / Neg_PE_T0_1_no_PE	143 / F5_260_PE_T0_1_F5_260_PE	144 / F5_260_PE_T0_1_F5_260_PE	145 / F5_185_PE_T16_5_F5_185_PE	146 / F5_185_PE_T16_5_F5_185_PE	147 / F5_354_PE_T0_2_F5_354_PE	148 / F5_354_PE_T0_2_F5_354_PE	149 / F5_353_PE_T0_2_F5_353_PE	150 / F5_353_PE_T0_2_F5_353_PE	151 / F5_262_PE_T0_3_F5_262_PE	152 / F5_262_PE_T0_3_F5_262_PE	153 / Neg_PE_T0_4_no_PE	154 / Neg_PE_T0_4_no_PE	155 / F5_354_PE_T0_1_F5_354_PE	156 / F5_354_PE_T0_1_F5_354_PE	157 / F5_352_PE_T0_1_F5_352_PE	158 / F5_352_PE_T0_1_F5_352_PE	159 / F5_261_PE_T0_5_F5_261_PE	160 / F5_261_PE_T0_5_F5_261_PE	161 / F5_184_PE_T16_1_F5_184_PE	162 / F5_184_PE_T16_1_F5_184_PE	163 / F5_184_PE_T0_2_F5_184_PE	164 / F5_184_PE_T0_2_F5_184_PE	165 / F5_183_PE_T16_5_F5_183_PE	166 / F5_183_PE_T16_5_F5_183_PE	167 / F5_351_PE_T0_4_F5_351_PE	168 / F5_351_PE_T0_4_F5_351_PE	169 / F5_184_PE_T16_5_F5_184_PE	170 / F5_184_PE_T16_5_F5_184_PE	171 / F5_354_PE_T0_4_F5_354_PE	172 / F5_354_PE_T0_4_F5_354_PE	173 / F5_354_PE_T0_3_F5_354_PE	174 / F5_354_PE_T0_3_F5_354_PE	175 / F5_183_PE_T16_2_F5_183_PE	176 / F5_183_PE_T16_2_F5_183_PE	177 / F5_186_PE_T0_2_F5_186_PE	178 / F5_186_PE_T0_2_F5_186_PE	179 / F5_351_PE_T0_5_F5_351_PE	180 / F5_351_PE_T0_5_F5_351_PE	181 / F5_185_PE_T0_4_F5_185_PE	182 / F5_185_PE_T0_4_F5_185_PE	183 / F5_262_PE_T0_2_F5_262_PE	184 / F5_262_PE_T0_2_F5_262_PE	185 / F5_263_PE_T0_3_F5_263_PE	186 / F5_263_PE_T0_3_F5_263_PE	187 / F5_185_PE_T16_4_F5_185_PE	188 / F5_185_PE_T16_4_F5_185_PE	189 / F5_186_PE_T0_3_F5_186_PE	190 / F5_186_PE_T0_3_F5_186_PE	191 / F5_351_PE_T0_2_F5_351_PE	192 / F5_351_PE_T0_2_F5_351_PE	193 / F5_350_PE_T16_5_F5_350_PE	194 / F5_350_PE_T16_5_F5_350_PE	195 / cfMRS_3_no_no	196 / cfMRS_3_no_no	197 / F5_352_PE_T16_5_F5_352_PE	198 / F5_352_PE_T16_5_F5_352_PE	199 / F5_263_PE_T16_2_F5_263_PE	200 / F5_263_PE_T16_2_F5_263_PE	201 / F5_262_PE_T16_1_F5_262_PE	202 / F5_262_PE_T16_1_F5_262_PE	203 / F5_259_PE_T16_3_F5_259_PE	204 / F5_259_PE_T16_3_F5_259_PE	205 / F5_351_PE_T16_3_F5_351_PE	206 / F5_351_PE_T16_3_F5_351_PE	207 / Neg_PE_T16_5_no_PE	208 / Neg_PE_T16_5_no_PE	209 / F5_262_PE_T16_2_F5_262_PE	210 / F5_262_PE_T16_2_F5_262_PE	211 / F5_260_PE_T16_2_F5_260_PE	212 / F5_260_PE_T16_2_F5_260_PE	213 / F5_351_PE_T16_2_F5_351_PE	214 / F5_351_PE_T16_2_F5_351_PE	215 / cfMRS_2_no_no	216 / cfMRS_2_no_no	217 / F5_262_PE_T16_3_F5_262_PE	218 / F5_262_PE_T16_3_F5_262_PE	219 / Neg_PE_T16_4_no_PE	220 / Neg_PE_T16_4_no_PE	221 / F5_351_PE_T16_5_F5_351_PE	222 / F5_351_PE_T16_5_F5_351_PE	223 / F5_353_PE_T16_2_F5_353_PE	224 / F5_353_PE_T16_2_F5_353_PE	225 / F5_350_PE_T16_3_F5_350_PE	226 / F5_350_PE_T16_3_F5_350_PE	227 / F5_354_PE_T16_3_F5_354_PE	228 / F5_354_PE_T16_3_F5_354_PE	229 / F5_352_PE_T16_2_F5_352_PE	230 / F5_352_PE_T16_2_F5_352_PE	231 / F5_351_PE_T16_4_F5_351_PE	232 / F5_351_PE_T16_4_F5_351_PE	233 / F5_262_PE_T16_4_F5_262_PE	234 / F5_262_PE_T16_4_F5_262_PE	235 / F5_263_PE_T16_3_F5_263_PE	236 / F5_263_PE_T16_3_F5_263_PE	237 / F5_263_PE_T16_5_F5_263_PE	238 / F5_263_PE_T16_5_F5_263_PE	239 / F5_354_PE_T16_1_F5_354_PE	240 / F5_354_PE_T16_1_F5_354_PE	241 / F5_353_PE_T16_3_F5_353_PE	242 / F5_353_PE_T16_3_F5_353_PE	243 / F5_350_PE_T16_4_F5_350_PE	244 / F5_350_PE_T16_4_F5_350_PE	245 / F5_261_PE_T16_4_F5_261_PE
165	166.9749		4793	5752	3764	5111	5093	5148	4598	4488	5221	4080	4321	4588	4666	4200	4533	5444	4432	4982	4346	4748	3965	3953	5950	5177	4382	3622	4815	4677	3985	4161	6129	6161	3732	5364	5151	3852	4928	4136	4765	4246	3997	4163	4829	5199	4427	4116	4420	4353	4543	5208	4321	5118	6581	6231	5761	5240	4278	4240	4773	4890	5496	4312	4488	5914	4265	4218	3491	4962	5155	4728	4245	4011	4280	4785	6162	4646	4918	3773	4869	3985	3559	4314	3465	3592	3813	3682	4342	4186	4947	4004	3775	3935	4661	4343	4782	4051	4189	5283	4079	4621	5358	5123	4262	4601	3952	3940	2767	3854	3470	4728	3746	3973	3488	3988	6691	6731	4919	3567	3992	3909	4469	3637	2896	3361	4381	4562	3663	4510	3493	4347	3882	4225	3917	3634	4726	5252	4303	4207	4538	5240	4182	4110	4000	4596	5514	3765	4262	3293	3820	3810	3938	4513	5164	4187	4546	4155	3635	3927	4564	3569	5249	6161	5366	3950	4501	4928	3195	3735	4699	4592	6397	5078	4109	4931	4584	4214	3914	4312	5001	3465	4535	4406	3957	5028	4513	5186	4730	3140	4774	4586	3892	4047	4862	3894	2610	3414	4488	5377	3378	4812	3855	3726	4129	5476	4686	4543	4113	3311	4036	4192	5217	4596	4317	4835	1833	3045	3169	3847	3342	4677	4840	5269	4349	4706	5044	3706	4581	3670	4243	3367	3503	3546	4214	3509	5327	4248	4638	5078	4051	5617	3554	4227	4927	4573	3717
166	167.0208		5193	9197	7965	7913	6212	6347	5682	7579	8634	6412	9353	7008	6330	6532	5738	7202	6503	6811	6268	5668	6248	6803	5471	6569	5839	5693	7938	6148	4858	6478	5792	7877	7883	5491	6324	4606	6246	5924	6037	6413	4983	3927	4660	6411	5781	6455	5302	6228	6029	6529	5015	3976	6964	7029	5686	5369	6821	4653	5881	5759	6295	4874	5744	6707	5255	5727	5210	5449	6110	5851	6721	4712	6795	6262	6654	6231	6151	7327	5872	5143	5726	5589	6478	5554	6322	6749	6779	5552	6081	6146	4915	6158	6745	6131	6313	8226	4374	5195	5151	5140	7598	5536	4975	4285	6150	6039	3839	6275	6184	5620	3718	4151	5393	4581	4727	5783	5082	5895	5857	5856	5655	5305	5672	6962	5978	7542	6185	6607	4695	6982	5680	4829	5321	5194	5604	5970	5129	5406	6150	6127	7466	6709	3981	5618	5945	7737	5658	5722	7018	6360	6161	6350	6903	5213	5108	6507	4165	5067	4464	5935	4705	6842	6920	5789	7175	6653	5358	7270	6637	6290	6961	7295	5719	4857	5895	7373	5899	5808	6357	5302	6082	5855	4611	5576	5601	5152	6807	8126	5584	6913	4186	6270	7699	7407	2660	3175	6659	5987	5242	7171	6593	7250	7205	6079	5737	6004	7418	6625	5809	6556	7134	7472	7596	6654	2998	3600	4275	6982	5925	6189	7152	5266	7298	6994	6632	7221	5783	6981	5381	5918	6025	6009	5469	6128	6461	5940	7023	5210	5924	6924	6943	7324	6351	7495	5552
167	167.035		35336	34745	30139	31865	29656	29960	29534	29637	32366	32364	35077	31288	31229	27567	30311	29784	29564	31194	29854	31665	29848	33093	28519	28707	31231	29844	32220	31616	27555	30055	30278	27136	26274	29023	28026	30000	32071	31071	30872	34256	25454	27362	27838	27506	31337	32989	26290	30922	29047	27414	29715	27908	30284	30301	24854	26541	27679	30262	27162	28134	26842	28306	31655	27390	32383	31784	30553	33096	26049	26713	27913	28787	23729	27499	30382	29538	33126	29830	30075	27652	27167	28805	31482	30120	29565	29152	27836	27460	31303	28511	31342	27466	30132	28536	29747	32002	27910	29729	28675	30311	27545	30489	29910	33381	35274	32009	30853	28302	30572	27186	26783	28381	25856	27002	27647	30159	27656	29851	29032	33355	29601	26889	31874	29440	32611	32365	30768	28698	29653	26588	28467	32892	24777	29486	27857	28482	27610	28730	26122	30735	28815	32624	29778	27620	27501	30068	29383	24308	31123	28410	28957	29082	28415	32942	29842	27987	26341	29855	26594	27399	28178	30920	29752	28227	32677	30659	31398	29912	28324	32523	35286	33071	27643	28869	29987	29542	30409	30177	27009	29250	28824	28300	28352	28086	27414	29176	30786	28872	28423	31990	28241	28476	31602	30392	27157	25430	25170	30907	32410	28115	31731	30938	27492	27554	28653	28285	25986	28591	27927	28450	29155	27567	27617	29330	22565	25845	28735	29193	30724	30623	30404	27642	29226	31270	30189	31924	32052	28069	25058	27672	27413	29885	26921	27845	28781	30983	29341	32451	28409	31946	29420	31011	30369	31329	29467
168	167.0456		37655	37484	40213	38385	37987	40509	41141	40636	36339	38669	39404	39486	32450	36441	39989	39436	37640	38473	33492	35048	38093	36545	33355	38766	36318	37971	36514	35777	35519	36476	41902	40321	36207	37650	36440	38143	33224	38857	35187	37427	35232	36860	40804	39487	38828	38891	34668	36835	36272	36442	36656	37778	39767	35954	35346	41409	35570	39220	35240	35838	35896	36440	40244	42788	40730	46294	39767	43672	44601	43283	36705	39377	35931	42472	39730	37868	37366	39321	40124	41071	37667	39368	40531	38419	37879	40668	37928	39015	39989	37252	39069	39163	38598	36317	34083	34663	34248	39835	36227	34744	35889	33606	39606	37381	36701	37351	38014	38611	37659	40308	36915	35971	39566	42658	39105	41692	36132	38764	42204	40975	35797	38583	37465	41548	37358	33026	38024	35604	38576	36961	37280	37023	37292	39465	35234	40973	37987	39997	37746	35429	41339	41034	43231	39272	37146	37358	36715	40347	33839	35900	37061	38057	38527	36260	38412	38931	37028	41677	38064	38276	38086	37669	36508	42655	33169	35433	36020	38486	40984	37863	34707	36347	34728	34345	33599	33883	35478	35962	39460	35766	37539	38881	39463	35996	34298	39376	37174	35536	35282	38441	35976	35662	39846	39424	44927	44407	33295	35942	41313	45283	35736	37614	33080	38843	37002	36930	42028	43509	33736	33046	37748	39824	35646	35848	44593	48690	36935	38148	43773	47348	39245	37995	42267	42602	36371	39182	37065	36353	30472	34185	32042	38943	33959	36935	42522	43441	43989	45038	36131	36253	44029	45017	37639	37764	34253
169	167.0711		10302	12157	12547	11190	11026	11099	13089	11388	12569	14351	13327	13159	13759	16298	10577	11294	10286	10444	10506	11196	10414	9651	9969	12565	8778	11696	9088	12130	11142	11930	15673	15917	11843	11837	8822	10526	10552	9540	11436	10411	10857	10591	11623	10917	10154	10013	10868	11250	10257	10120	9604	12121	14679	14042	9644	11388	9326	10577	9781	8467	10581	10851	10501	10241	9463	12053	11095	12201	10039	10246	11527	10882	10373	8696	9975	12767	9763	10534	11093	10077	10821	10502	11968	11777	10224	11169	10987	10703	9964	9876	12466	10242	12253	11720	13665	14674	10104	10683	9229	10690	10974	11110	9229	11281	9615	9994	11617	12203	11252	9629	9547	10641	10371	11153	15413	15918	10591	10975	10007	11349	8930	11088	10293	9215	13189	12969	13033	15542	9799	10054	10569	10360	9248	10036	9069	8226	10311	10591	12770	10458	10236	10993	10181	9773	12497	11815	9300	9881	9878	12014	7986	9214	10365	11491	10746	10950	10326	10642	9970	10896	14404	13812	9923	12587	13140	14589	10098	8525	12504	13855	11316	9980	9224	9492	12812	14186	11323	12078	9777	9783	8511	10354	11185	10185	9837	10396	12278	10398	10102	10313	11025	9125	15469	14141	10538	10567	11188	9601	10399	12395	11577	13217	12825	15431	12158	10312	10141	11131	13460	12505	14918	14547	12161	10453	10057	11471	12731	14023	10874	11923	15247	13049	11744	13025	12098	13964	11061	12552	10378	10233	10759	13631	13966	12689	10147	11127	11342	10503	11174	11554	10028	13418	12945	14348	11617
170	167.0823		52854	53260	72969	70209	73852	76588	69767	72412	56516	58003	58639	65022	55861	61551	64682	68193	67460	70345	62280	65559	69561	69243	64758	70034	72213	71574	52928	57212	64682	67305	61359	59416	66513	73923	65166	65950	67673	69832	65756	69429	65159	66072	66341	69080	65104	72328	69191	73031	67744	67708	66004	65628	56679	56461	65470	70038	73545	68433	68842	68880	70936	67648	71021	70784	68409	72474	67604	72369	68109	71577	70046	70536	67986	73214	74930	73008	69076	70877	66049	72727	67165	65030	69983	67974	74861	70839	66286	71913	65634	68342	72136	68291	58164	56953	56621	59968	67558	68282	68256	69001	52421	55708	66062	66572	72235	77448	63583	59159	64211	68104	68519	72068	62700	69236	56361	62368	69514	66000	69685	72872	66679	68519	65466	73053	55734	62367	64088	64837	69276	68650	65374	65320	63432	71592	65333	71992	66818	70850	58393	60132	66187	78129	64536	68543	60754	62528	65205	70186	60110	70824	66480	69236	70754	71969	63865	64360	65107	70950	62827	66856	58744	56129	64940	69641	55056	59876	61305	75184	60135	56813	62952	63745	62919	68790	59229	58202	63596	68385	67065	66831	74366	67470	64131	64630	62624	71435	58355	57214	65797	67569	64189	71780	61725	60831	89728	87170	60102	58184	56438	62283	59118	63022	57763	62889	59569	64179	72761	74132	61427	54765	58535	60029	62080	62265	93877	94876	61146	61886	77092	80859	63746	59880	60951	64932	55165	60071	59957	57240	58471	56904	60658	62316	52752	56795	58227	62719	57507	58275	57736	61606	60987	60721	60416	61470	54394
171	167.1074		9475	7937	10284	10781	8917	10806	11191	11343	8914	8910	9245	8249	8222	9172	9345	10198	11074	10166	9893	10396	10679	9391	9217	9215	10583	10196	8668	7669	8800	9746	8865	7729	10447	8931	9411	9907	9890	9741	9568	9450	9851	9938	11542	9515	9734	10015	10284	10669	9406	10979	10008	8690	6927	8448	10265	9133	10897	9569	9270	8771	8646	10022	9049	10499	8977	9527	8571	10737	8799	9802	9853	9049	9840	10218	10396	10113	10257	10227	9452	9267	9502	9097	9353	9355	11284	11384	8626	9139	9899	9848	10614	8622	8130	8991	8753	9590	9599	9584	10638	10044	8389	8986	9847	8060	10554	9934	8838	7811	8687	9127	9635	7810	9581	9471	8162	8177	8825	8014	9116	9509	9101	9640	8181	10019	7812	8475	9471	9266	10094	9910	9734	9234	8457	9454	9351	8741	9123	9215	8304	8755	8545	10544	9256	8574	9340	8641	7821	9577	10160	11654	9070	10812	9460	9437	10078	8912	8143	9854	10726	11267	6628	7649	8629	8632	9566	9571	9576	10213	8205	8170	10041	8973	10000	9610	7465	7635	9267	9241	9916	8836	9507	8293	10285	8366	8759	9334	8849	9108	9662	8697	9404	8849	9045	8928	10942	10662	9452	8907	10463	8197	9152	8707	8685	9362	8684	8417	9262	9324	8985	6844	8598	7964	9353	8147	12643	12609	7613	8466	11279	11289	8936	10066	8768	8788	8962	8308	9559	8396	8700	7000	9286	8325	7792	8440	9290	8736	8669	7549	7331	8354	9970	9186	7724	10327	8312
172	168.0125		5008	6483	5809	5390	5911	6474	5478	4955	6644	6189	5806	5414	5624	5834	7061	5900	4849	4566	5862	5236	6370	6796	5391	5699	6866	5618	6019	7340	5384	5054	6270	6344	5848	6535	5411	5103	5542	5088	7738	6754	4653	5396	6142	5762	4751	4657	5782	5635	6253	6741	6630	6684	6304	6334	6032	6488	4645	4703	5148	5150	4896	5896	4155	5131	6616	5967	4781	6693	5316	6122	5686	5160	5877	7131	6705	5311	7073	6067	4956	5148	5149	4217	7328	5677	5982	5820	5774	6619	5512	5902	7669	5606	5406	4600	5893	5056	4832	5474	5522	6266	5645	6318	5420	5008	5550	5597	4691	5481	5094	6354	5979	5605	5036	4491	5542	5618	6549	5136	6411	5720	4846	5501	6250	5805	5757	5474	6138	6214	5377	5395	6103	6394	4887	5043	6535	6227	4996	5421	4656	4345	6470	6164	4400	6516	6402	5598	4998	4721	6049	5142	4445	4101	5259	6855	5048	5443	5669	4548	5496	5854	5007	5491	6388	5464	5309	5215	5344	5453	5487	5140	6590	4853	4766	5625	4060	7895	6519	5547	5539	5486	6042	7174	6283	5408	4269	4999	6636	6837	5412	6040	4817	5611	5701	5279	6814	7354	4647	5868	5002	5724	6122	4872	5839	5389	5266	4402	6491	6747	4236	5481	4768	5682	5752	5150	8451	8436	5481	5300	8138	8065	4903	4711	5244	5737	5934	5622	4764	5271	4819	5525	5691	5169	5604	5413	5332	6060	5653	5999	5731	4986	4800	5362	7028	4960	6489
173	168.0427		64373	62757	58656	60213	57906	61549	60084	58623	62913	58051	60207	60583	61442	67404	58963	61018	60149	63259	57937	58106	61820	62012	57326	55377	60829	63610	62285	60978	58453	60500	61055	59528	56585	60025	58111	57076	57609	56331	61899	58851	58176	57208	61374	58936	61640	60379	56469	59988	58205	58179	56293	61193	61311	64827	59462	59206	58156	58575	58408	57661	59549	58039	60654	61018	56734	60038	59836	59588	57458	60280	57205	56207	56877	58860	59725	55763	57269	58191	57232	59286	57687	58646	56566	59330	60901	55331	56624	56715	57677	58110	59578	60202	56630	60225	54397	53243	53932	56861	58693	59417	57488	55111	56690	54402	55318	55223	56764	54867	57694	56935	58218	58583	54618	57128	59686	60808	56105	58306	54945	59688	56535	56855	59705	58842	54950	52912	55885	58915	54402	55147	55459	57254	53064	55143	56174	57858	56246	55714	55000	53911	55064	53006	56778	54331	60695	61086	51329	54890	56760	54661	55431	54821	55213	60315	55701	56882	58568	56303	54802	56105	59280	56851	58226	57911	52346	51671	55890	57389	57570	59359	62770	59235	56948	59330	54962	54787	56833	60207	54844	57295	58179	59240	58209	58593	58723	58936	59557	58566	56713	56496	56166	56407	60960	61653	55456	56099	60318	61422	60745	58184	55320	59165	59504	63123	53924	56178	53278	58301	53712	55754	56567	60069	56936	55430	53693	55969	54337	53123	58534	55378	53964	53525	54227	54699	57038	56179	59980	58035	57358	60263	51713	52370	51111	55293	56320	58751	58595	60331	61751	61439	54050	57530	61520	61573	57201
174	168.0665		32614	34918	31629	29115	32749	31145	26920	31204	30680	32162	35085	33108	33380	32526	29682	31469	30740	33246	27903	29262	28671	31654	29228	28516	29716	31744	33121	31729	26607	25639	32108	32998	29309	29678	29464	31175	26417	28218	29494	32003	28085	27008	26622	30908	31029	31416	28522	28611	30061	29459	26216	29782	29579	31930	27062	26000	29271	28152	28893	28870	30474	27357	29697	33080	29848	32554	30760	29863	30596	31806	30053	29061	28872	31137	33732	32947	29557	31895	27713	28222	28696	28186	30102	28892	27814	30508	28395	29025	30490	28129	28266	31472	32381	30531	27623	34671	27307	27867	28806	30781	29527	29151	25409	24791	30498	30550	34192	32921	28877	30681	27570	26427	30670	32070	27799	34640	27178	25861	29704	30812	26243	27698	29354	34494	30062	33095	33792	34173	30868	27209	27833	25497	28527	25105	29034	31880	27443	28103	30100	31611	31074	33659	28503	29059	32749	32903	27394	26606	28934	28768	28061	25830	28444	32975	27172	30006	27495	29967	25476	27385	30610	29944	25254	29029	36354	28057	31529	27389	27133	30928	31513	30176	24413	28185	32789	32633	30597	29811	28534	29697	30419	32010	26421	28756	25315	26172	35377	32020	28579	26980	31846	29883	31527	35813	32998	32978	28802	29220	28493	26912	29940	33494	32282	29786	31494	28241	34752	29714	31248	29438	32987	35059	32630	29145	29254	34087	33601	33188	30452	33027	31440	29143	29108	28522	33738	34865	34432	32293	30430	29225	28157	26929	29480	31309	30183	30199	29455	31292	33893	31617	32780	30421	30041	32296	28823
175	169.0135		50017	49175	28331	26544	26717	22223	24727	23940	40632	40809	44547	39841	44708	39979	25316	26924	26242	24073	26879	23346	24932	25496	27658	24077	26170	27359	45521	50202	26465	23851	49422	52502	25272	26249	25260	25133	23490	23023	22887	24210	22408	20145	24996	24017	26634	23981	21882	25107	21773	24168	22371	24268	51767	53954	22382	22901	24887	25636	24758	24449	22508	24190	24713	25043	25116	24844	25737	26271	23779	20735	25217	24207	24606	21401	25498	24968	26239	26021	21307	24393	22367	24569	22290	22367	22792	21266	23215	23432	25256	24382	22814	23776	36313	38162	35909	33505	22244	19580	23730	26251	48159	44734	22846	21351	22865	22427	35986	36396	24036	22718	24047	22836	21319	22896	51035	49668	23361	24476	23565	27263	23472	22596	20364	25385	33251	34653	37273	35329	23398	26256	24858	23373	22002	20673	23896	23066	20990	20118	38012	32923	19948	25575	23245	21385	45123	45944	23694	26655	23123	24999	22494	22630	22460	19693	22097	23500	22100	24263	22462	22985	45427	48131	23963	23858	36201	36235	24422	22789	53195	49023	32423	32676	24841	23656	33136	36094	26284	24732	21160	21192	23869	23249	25367	22371	23009	24561	43418	42912	25268	22675	19743	23730	50296	51100	14018	12332	30293	31985	42947	45057	30668	34249	36559	36122	30560	31256	22001	21844	33190	29660	47853	48038	33598	31902	13660	12330	33328	33961	24740	24002	33986	29331	37869	38449	53458	48007	37696	35010	36184	31596	34324	32047	32139	34679	48105	44651	46171	47897	35426	33890	36615	37102	43274	48489	38884
