ionIdx	ionMz		246 / F5_261_PE_T16_4_F5_261_PE	247 / F5_261_PE_T16_3_F5_261_PE	248 / F5_261_PE_T16_3_F5_261_PE	249 / F5_352_PE_T16_1_F5_352_PE	250 / F5_352_PE_T16_1_F5_352_PE	251 / F5_260_PE_T16_4_F5_260_PE	252 / F5_260_PE_T16_4_F5_260_PE	253 / F5_259_PE_T16_2_F5_259_PE	254 / F5_259_PE_T16_2_F5_259_PE	255 / F5_263_PE_T16_4_F5_263_PE	256 / F5_263_PE_T16_4_F5_263_PE	257 / Neg_PE_T16_1_no_PE	258 / Neg_PE_T16_1_no_PE	259 / F5_353_PE_T16_4_F5_353_PE	260 / F5_353_PE_T16_4_F5_353_PE	261 / cfMRS_4_no_no	262 / cfMRS_4_no_no	263 / F5_350_PE_T16_2_F5_350_PE	264 / F5_350_PE_T16_2_F5_350_PE	265 / F5_261_PE_T16_1_F5_261_PE	266 / F5_261_PE_T16_1_F5_261_PE	267 / F5_350_PE_T16_1_F5_350_PE	268 / F5_350_PE_T16_1_F5_350_PE	269 / F5_260_PE_T16_3_F5_260_PE	270 / F5_260_PE_T16_3_F5_260_PE	271 / F5_354_PE_T16_5_F5_354_PE	272 / F5_354_PE_T16_5_F5_354_PE	273 / Neg_PE_T16_3_no_PE	274 / Neg_PE_T16_3_no_PE	275 / Neg_PE_T16_2_no_PE	276 / Neg_PE_T16_2_no_PE	277 / F5_354_PE_T16_4_F5_354_PE	278 / F5_354_PE_T16_4_F5_354_PE	279 / F5_260_PE_T16_1_F5_260_PE	280 / F5_260_PE_T16_1_F5_260_PE	281 / F5_353_PE_T16_1_F5_353_PE	282 / F5_353_PE_T16_1_F5_353_PE	283 / F5_261_PE_T16_2_F5_261_PE	284 / F5_261_PE_T16_2_F5_261_PE	285 / F5_263_PE_T16_1_F5_263_PE	286 / F5_263_PE_T16_1_F5_263_PE	287 / F5_259_PE_T16_5_F5_259_PE	288 / F5_259_PE_T16_5_F5_259_PE	289 / F5_259_PE_T16_4_F5_259_PE	290 / F5_259_PE_T16_4_F5_259_PE	291 / F5_261_PE_T16_5_F5_261_PE	292 / F5_261_PE_T16_5_F5_261_PE	293 / F5_262_PE_T16_5_F5_262_PE	294 / F5_262_PE_T16_5_F5_262_PE	295 / cfMRS_5_no_no	296 / cfMRS_5_no_no	297 / F5_352_PE_T16_4_F5_352_PE	298 / F5_352_PE_T16_4_F5_352_PE	299 / F5_353_PE_T16_5_F5_353_PE	300 / F5_353_PE_T16_5_F5_353_PE	301 / F5_352_PE_T16_3_F5_352_PE	302 / F5_352_PE_T16_3_F5_352_PE	303 / F5_260_PE_T16_5_F5_260_PE	304 / F5_260_PE_T16_5_F5_260_PE	305 / F5_354_PE_T16_2_F5_354_PE	306 / F5_354_PE_T16_2_F5_354_PE	307 / F5_351_PE_T16_1_F5_351_PE	308 / F5_351_PE_T16_1_F5_351_PE	309 / cfMRS_1_no_no	310 / cfMRS_1_no_no	311 / PE_C_256X_pollen_dilution_series_no	312 / PE_C_256X_pollen_dilution_series_no	313 / H2O_B_3_no_no	314 / H2O_B_3_no_no	315 / H2O_B_4_no_no	316 / H2O_B_4_no_no	317 / H2O_A_3_no_no	318 / H2O_A_3_no_no	319 / PE_C_4X_pollen_dilution_series_no	320 / PE_C_4X_pollen_dilution_series_no	321 / PE_B_1X_pollen_dilution_series_no	322 / PE_B_1X_pollen_dilution_series_no	323 / PE_A_32X_pollen_dilution_series_no	324 / PE_A_32X_pollen_dilution_series_no	325 / PE_C_2048X_pollen_dilution_series_no	326 / PE_C_2048X_pollen_dilution_series_no	327 / H2O_A_1_no_no	328 / H2O_A_1_no_no	329 / PE_A_2X_pollen_dilution_series_no	330 / PE_A_2X_pollen_dilution_series_no	331 / PE_A_512X_pollen_dilution_series_no	332 / PE_A_512X_pollen_dilution_series_no	333 / PE_B_4X_pollen_dilution_series_no	334 / PE_B_4X_pollen_dilution_series_no	335 / PE_B_32X_pollen_dilution_series_no	336 / PE_B_32X_pollen_dilution_series_no	337 / PE_C_64X_pollen_dilution_series_no	338 / PE_C_64X_pollen_dilution_series_no	339 / PE_B_256X_pollen_dilution_series_no	340 / PE_B_256X_pollen_dilution_series_no	341 / PE_B_64X_pollen_dilution_series_no	342 / PE_B_64X_pollen_dilution_series_no	343 / PE_C_1024X_pollen_dilution_series_no	344 / PE_C_1024X_pollen_dilution_series_no	345 / H2O_B_5_no_no	346 / H2O_B_5_no_no	347 / PE_C_1X_pollen_dilution_series_no	348 / PE_C_1X_pollen_dilution_series_no	349 / PE_A_4X_pollen_dilution_series_no	350 / PE_A_4X_pollen_dilution_series_no	351 / PE_A_256X_pollen_dilution_series_no	352 / PE_A_256X_pollen_dilution_series_no	353 / PE_B_8X_pollen_dilution_series_no	354 / PE_B_8X_pollen_dilution_series_no	355 / H2O_C_2_no_no	356 / H2O_C_2_no_no	357 / H2O_A_2_no_no	358 / H2O_A_2_no_no	359 / PE_C_512X_pollen_dilution_series_no	360 / PE_C_512X_pollen_dilution_series_no	361 / PE_A_1024X_pollen_dilution_series_no	362 / PE_A_1024X_pollen_dilution_series_no	363 / PE_A_8X_pollen_dilution_series_no	364 / PE_A_8X_pollen_dilution_series_no	365 / H2O_A_5_no_no	366 / H2O_A_5_no_no	367 / PE_A_2048X_pollen_dilution_series_no	368 / PE_A_2048X_pollen_dilution_series_no	369 / H2O_B_6_no_no	370 / H2O_B_6_no_no	371 / H2O_C_6_no_no	372 / H2O_C_6_no_no	373 / PE_B_16X_pollen_dilution_series_no	374 / PE_B_16X_pollen_dilution_series_no	375 / PE_C_2X_pollen_dilution_series_no	376 / PE_C_2X_pollen_dilution_series_no	377 / PE_B_2X_pollen_dilution_series_no	378 / PE_B_2X_pollen_dilution_series_no	379 / PE_C_128X_pollen_dilution_series_no	380 / PE_C_128X_pollen_dilution_series_no	381 / H2O_A_4_no_no	382 / H2O_A_4_no_no	383 / PE_B_128X_pollen_dilution_series_no	384 / PE_B_128X_pollen_dilution_series_no	385 / H2O_B_2_no_no	386 / H2O_B_2_no_no	387 / PE_A_128X_pollen_dilution_series_no	388 / PE_A_128X_pollen_dilution_series_no	389 / H2O_C_1_no_no	390 / H2O_C_1_no_no	391 / PE_A_1X_pollen_dilution_series_no	392 / PE_A_1X_pollen_dilution_series_no	393 / H2O_A_6_no_no	394 / H2O_A_6_no_no	395 / H2O_B_1_no_no	396 / H2O_B_1_no_no	397 / H2O_C_4_no_no	398 / H2O_C_4_no_no	399 / PE_B_2048X_pollen_dilution_series_no	400 / PE_B_2048X_pollen_dilution_series_no	401 / PE_C_32X_pollen_dilution_series_no	402 / PE_C_32X_pollen_dilution_series_no	403 / H2O_C_3_no_no	404 / H2O_C_3_no_no	405 / PE_B_512X_pollen_dilution_series_no	406 / PE_B_512X_pollen_dilution_series_no	407 / PE_A_64X_pollen_dilution_series_no	408 / PE_A_64X_pollen_dilution_series_no	409 / PE_C_16X_pollen_dilution_series_no	410 / PE_C_16X_pollen_dilution_series_no	411 / PE_C_8X_pollen_dilution_series_no	412 / PE_C_8X_pollen_dilution_series_no	413 / H2O_C_5_no_no	414 / H2O_C_5_no_no	415 / PE_A_16X_pollen_dilution_series_no	416 / PE_A_16X_pollen_dilution_series_no	417 / PE_B_1024X_pollen_dilution_series_no	418 / PE_B_1024X_pollen_dilution_series_no
74	129.0555		44154	41117	41648	40340	37457	46204	49032	39137	39197	39719	35331	48915	53265	40079	41015	44099	51074	45296	42893	40626	44020	41903	44855	43595	49257	48079	48136	46878	49064	45864	46824	54555	51278	46713	48455	46279	44822	44276	45122	38628	39218	43087	45112	44581	45509	39219	41946	33599	38112	45217	46097	39321	38999	40214	40782	35013	38324	42923	44888	55470	53387	38328	38396	47571	44209	46946	50337	44231	43328	44721	47292	44057	46517	37279	42041	40251	41597	42366	48793	48004	54859	48688	47667	35949	39049	47224	43887	36826	43715	43439	48789	46168	47712	45641	52897	44406	51553	47677	51776	60924	57339	38320	42258	36897	37932	47633	46892	40618	45358	43522	49822	49265	54868	49809	61191	50336	48475	40314	42683	46511	50857	47727	50305	49914	50122	42984	53889	43012	43451	38861	40512	40579	36132	47494	47742	48572	57048	45722	48381	46158	54597	52708	58058	53375	51830	43838	44309	48462	51833	60221	47507	51014	50602	54108	56583	43020	42144	46680	48290	42551	52686	49051	51641	40574	44388	37374	37614	45773	46142	33133	36803	48769	60727
75	129.0673		10214	10542	10116	10006	10547	9836	11207	9628	11596	10196	11203	11312	11662	12122	9503	11169	14523	10745	10000	9505	10990	10226	11734	9724	11581	10994	12250	10438	11354	11489	11651	10572	11247	11124	12304	9545	11660	10501	9599	11355	12189	11451	10999	11900	11881	10756	9568	9390	12220	11067	11371	9535	10674	10006	9872	10212	8573	9464	11517	11574	11621	8850	10023	12597	11426	7019	6194	5053	5453	5159	5154	5334	5486	7332	7001	9511	10848	4866	5398	5423	6030	5187	5771	8793	9378	5908	4211	6880	7844	5357	6893	5801	4883	5072	4084	6234	5125	4733	5934	6655	6072	11726	11448	7645	7812	5874	6050	6996	6943	4483	4843	5283	5482	5168	6399	4531	4285	7245	7641	4811	5324	5069	4936	5080	4157	4086	5063	4916	4426	8269	8860	8367	8762	5741	4795	5204	5145	5229	5237	4918	5877	5920	6155	4222	3895	10274	10260	4925	5831	6044	4217	5725	5749	5288	5258	6231	4943	5065	5098	4633	5127	5589	5510	4962	4564	4322	5757	4325	5391	5189	4693	3890	5470
76	129.0921		45557	43274	43058	43336	41667	45582	44036	45256	45692	46214	47043	66092	66604	50624	47307	73493	71942	49859	47947	44194	39475	48123	46132	41253	45266	52121	54454	62660	68253	58787	65307	40832	42868	45705	43980	47553	46496	43715	46828	43065	40368	45766	48624	46315	45310	45199	43193	50058	46843	77809	66706	48748	45615	50624	50589	41963	46626	41480	41232	51611	45913	45652	45792	75479	75607	34836	31038	26617	26951	31004	27271	23698	26581	21652	20405	19139	19521	21130	22537	27519	26419	24223	26638	54658	56017	23897	23509	38179	39541	25726	26771	24917	24630	23951	23814	25522	29060	22864	25504	27374	26461	72133	71100	42772	42784	25481	23036	22392	24733	20417	27560	27523	25454	22330	26765	25411	21330	21724	21156	24181	25836	25798	24577	25137	24324	24536	25788	24567	27334	54988	56338	54029	56426	26717	25832	24698	23679	23004	28087	22511	23288	22175	24074	24359	26863	18602	18793	26159	27407	25225	28691	23025	24056	27176	24842	26899	25449	25505	28151	24043	25003	25692	27695	23943	23536	23082	24269	24996	26736	24746	23398	28276	25699
77	130.051		167470	143112	150661	138513	146459	171166	182451	182116	193074	163979	162380	145202	138683	122807	133129	93979	94728	172604	182883	148702	142826	170631	178791	180085	179458	160873	151838	140517	138254	128186	121920	164387	164152	181732	186306	137746	134699	146668	157518	149125	150714	185821	192305	191480	191245	145717	151879	187664	189404	101679	104828	153873	153573	134781	131230	141239	162684	167319	169152	143545	137496	120345	118053	92880	92936	53463	46247	18894	18242	16770	13211	18046	15189	224539	246531	321670	340555	100334	97579	19915	18105	12865	12003	276651	283794	30440	31843	241184	243674	84702	90009	47107	49067	21274	23014	49795	52085	11025	12183	13346	12953	315300	331014	248324	253672	32592	32311	187122	189390	11885	11242	9369	8995	14727	14775	13007	13896	192856	195986	13605	11621	11489	6523	6459	6376	6712	7258	132836	135208	296774	286190	294598	315990	39503	40902	11527	11798	32454	33411	9179	8608	32339	32226	5653	5970	370618	369699	34875	31566	11037	12459	10178	8906	10254	13257	82985	79721	6803	8920	11660	11522	52622	48809	123733	129678	189184	180707	9982	8431	124887	129361	13365	13364
78	131.0462		388144	366790	383212	365843	373731	361236	362072	388766	386436	371649	380203	581460	600124	403995	411770	455964	473240	377899	394252	386567	381073	392256	397641	377982	388981	398476	400134	561052	581352	566611	572706	444808	453575	376462	386110	391788	392421	366134	388290	389345	395957	402824	379517	363175	381938	378818	388313	400873	384692	451380	456268	380746	384247	396108	419832	385565	392530	373103	379313	387590	385958	407020	409561	486925	474897	80246	67351	22804	16467	19175	11524	22278	19821	865048	854749	1376983	1421194	225412	213310	24159	22559	14716	14036	1189909	1191966	49374	46156	862067	867767	186531	188887	101512	96852	31588	32315	94631	100705	14978	15429	19196	17233	1412914	1460927	905685	949127	59223	51062	575611	590397	18755	16637	12239	12162	21886	21144	18414	16524	602995	577528	15840	15137	10969	11600	8115	9453	7548	7802	341992	361044	1239575	1225770	1216576	1245390	85325	71930	15352	15306	57897	58645	12342	11978	52589	52451	8951	8787	1556519	1569888	58974	45665	16660	14928	15111	12863	16544	15948	181633	183189	10138	9405	21084	21966	94112	90814	315756	329625	548067	563929	13065	13482	324280	343148	17781	19598
79	131.0713		870982	811041	821296	455213	452612	1129656	1177495	811967	818006	546539	562934	83348	82131	568130	572368	70205	70289	852815	896275	824912	820934	886709	892305	1158744	1167308	514313	498299	78694	78610	70163	72799	634865	642969	1106146	1166699	684168	699183	827776	853109	539406	539019	877060	883124	831275	847390	789543	810458	275473	279326	77113	74690	490648	493445	609796	627370	470257	482730	1036012	1067557	498910	479386	387410	394536	75619	64188	54124	47982	30059	24273	32846	23970	31503	27923	65927	65269	95364	101286	32678	35213	21451	21182	16820	19488	80814	82424	20787	22056	63975	64472	26748	30037	21508	22540	20583	18673	21190	21966	16542	14097	23243	22312	98393	99370	65004	67231	18381	16812	44225	45105	14530	14953	13216	15235	14656	14955	14290	14066	44632	41339	14591	14285	13275	14025	12661	11839	10914	15242	30593	29660	85707	85684	86931	87988	20426	19350	12990	12539	18724	17557	10736	12637	16768	14005	12414	11859	106249	106424	16594	15639	10464	13998	12951	10543	12937	13955	22303	23438	11391	11247	12773	13273	17064	17796	29056	27452	43178	44707	11237	11583	26973	28821	12297	13502
80	131.0826		967995	893796	920123	862382	874712	969023	987205	983852	995397	942381	971061	950806	978181	890382	896815	1065637	1110644	974624	1023216	922169	933861	961835	971618	1017957	1021646	965810	975696	919694	939235	886273	921792	787911	779162	1017231	1051289	897145	898164	945276	954766	918538	939692	1036215	1033140	975643	989904	956015	994563	969966	979291	1090637	1124890	967238	984892	907859	920367	861631	895343	965462	993559	907808	904857	822042	846891	1129638	1132625	246582	213550	89519	86717	78242	58200	69818	63861	115532	129677	162434	165534	71970	76542	37101	39015	34656	37102	134737	136019	35627	42203	109334	106060	48645	54078	38147	42910	27603	31781	32375	37901	23751	25184	38132	38164	147116	155619	114316	117482	31739	30855	79962	87876	23159	24495	22065	23219	21867	23245	20464	18754	84533	82883	20492	20412	16328	16498	16398	18461	16520	16859	57727	59590	133613	132965	139565	136919	31920	28120	19737	21868	25614	24811	16331	20565	21123	21382	18291	16986	168240	175116	27766	24962	20015	22312	15772	18141	16283	20075	39149	39888	13879	14295	18111	16075	26705	24647	56011	56706	74093	79531	17963	16380	56629	53331	19819	19853
81	132.0302		483154	456526	478638	544151	556781	436930	450034	575085	566290	575762	564265	655684	659795	498982	500076	717864	729321	508432	525859	474204	481402	531191	541818	466755	465279	598401	604537	622476	642895	608788	618638	499255	490174	466614	482367	479848	468552	455902	479409	571634	600503	574577	589114	537964	567215	489795	504817	481737	501049	727893	739339	564607	576388	484714	502625	556116	539271	464636	480707	563748	580440	444652	450255	778090	776799	81495	60177	22345	16566	22249	11837	22168	19772	150641	153574	283248	288066	50313	47366	12518	13373	10181	11791	218040	231122	17145	15209	149744	151536	38495	39941	20095	26649	13773	9770	21130	19611	7947	8667	14966	12123	292366	281522	156666	168352	15500	13631	96606	98745	8635	6051	9213	7967	7146	9271	7155	6150	105176	100535	6798	6107	6090	6498	7283	3840	5547	5804	62359	62589	225416	224664	221300	233458	17275	18388	6538	6331	11481	13745	6099	6946	10806	12442	4234	5200	312156	320440	16241	13406	6466	5402	4644	5534	5979	5965	34739	33356	5009	4415	5873	8246	19753	19963	58752	59079	93394	92421	6492	5480	55425	59976	7632	8333
82	132.0666		18801	17909	17183	18755	18527	17008	17412	18054	16791	18172	19787	22525	23940	18081	19211	12587	12366	21414	20793	19034	17224	20213	20014	20390	21498	19681	20102	21670	23922	22389	20968	23082	22021	18652	19458	19427	18759	16814	16863	18987	20842	18426	18374	18564	17500	19586	19582	19256	17195	15938	16584	19307	20843	19139	19151	17581	20120	16931	18388	22076	20443	18368	18662	15731	17225	5108	5238	2190	2389	1885	1735	2195	1679	37925	38905	65379	58084	13612	13855	2228	2467	1297	1727	50865	51781	4686	4795	41181	35087	13321	12047	6275	5853	2644	3046	7154	6612	2404	1773	2109	2478	63852	63392	41146	45618	6162	4743	28112	28918	1864	1804	927	1831	2300	1914	1143	1900	30252	31713	2877	1722	1937	2113	1099	1467	1697	1031	20989	16221	51643	54470	53481	56088	7045	5095	1480	1880	3988	4122	1475	1608	4397	3788	1477	1157	70874	67007	6330	5600	2651	1951	1985	1813	2593	1935	10247	13032	1163	1398	1754	2392	6905	7267	18305	19525	28571	28101	2059	1604	18882	18302	1831	1587
83	133.0143		59661	53216	53667	66577	69029	90371	90875	62064	58518	68155	71413	313641	303371	71513	69465	267902	278546	97184	105003	60249	57982	93948	97745	95371	95627	70249	74028	284904	280870	287705	294370	63271	62549	95276	102842	71571	66390	57880	59226	66689	70759	64154	67524	70963	65049	55557	53788	81642	85829	266868	273148	71095	73214	66849	72054	64909	68996	79067	81873	69659	68703	72567	68581	285497	268421	106856	104253	55145	55452	31212	29670	28004	26584	318631	316919	830130	860817	157179	161675	61159	58537	32449	36294	543007	581312	120045	130890	313578	313080	150306	145824	138745	137224	84972	82287	124302	129436	66670	73256	66140	63360	836391	833295	332527	360511	191303	192856	233563	225200	50702	48795	65832	64152	56249	60116	125283	124416	243618	250734	47219	48625	57794	62084	28420	32825	121690	127804	180785	185222	587736	576720	577771	595814	263826	281946	53628	48851	113512	119618	32601	39439	216649	217171	31722	32728	960829	1009360	98211	105454	46589	47885	40657	44766	66263	69071	144875	144188	30773	32796	105011	99839	189009	178854	174599	176389	204360	217093	42442	47039	153984	182935	77178	74398
84	133.0507		199640	180449	183305	195849	209077	188722	193094	203638	203262	217846	220558	337694	355654	216398	223582	278460	289149	224325	231189	199350	196521	226800	229146	207673	214669	227079	247656	327005	324212	287070	302131	238313	252148	210438	227528	217691	231383	202562	210220	216845	225314	226149	229368	199143	208406	208453	214554	217306	227896	268323	283866	221160	219101	216405	226283	199344	208798	192197	212429	231137	233411	208967	215691	316837	340326	73772	56992	19609	13733	20919	12254	18414	15916	34828	31542	51171	51834	25597	28007	16284	15369	11446	12532	40462	45143	16973	17130	29217	32429	22673	23446	17964	20952	17501	16454	20641	18145	10523	12562	16597	15241	49855	51066	32833	34042	18005	16810	26982	28521	12428	9498	11855	12237	12327	12841	11626	11956	30900	26914	12236	10999	12921	12388	7926	8669	12020	13410	26680	23137	41514	43746	41810	39080	20360	20354	10338	11399	14022	14234	9542	10693	17682	14723	9001	8654	54663	55650	17993	17455	11934	10439	9507	9615	9305	8634	14568	17114	7538	8029	11836	12518	16377	16305	20669	21517	26807	26679	8559	10018	21341	21986	12282	13491
85	135.0311		706208	616409	646304	609511	640535	542639	551639	698693	722315	501523	501944	339985	339685	425424	440595	345655	343666	800428	823918	636859	649205	788958	797003	575342	580890	716866	738494	327402	319089	304853	323783	587383	596283	563959	596011	430831	427030	654525	677537	478656	478231	751890	765713	725553	738582	692413	674536	560571	571432	350433	353285	644965	672636	413787	429630	612341	621543	543315	538610	659290	656494	965047	997571	370665	377668	86940	72552	38235	29507	32369	20870	32456	27522	173648	184658	339624	355087	71760	67794	25737	20223	17867	15934	257985	268712	25430	31741	166281	168480	60345	55736	40825	40963	22493	24928	44029	43190	15929	15295	25551	18415	348138	351745	182061	191333	31333	30139	112140	117131	14641	14771	10014	13235	16456	16382	13358	13019	114297	118062	14027	11875	10627	10751	8829	8230	9866	8881	77867	83942	268913	266807	260514	270455	37117	30138	13844	12468	29242	28584	8743	11943	29615	27308	7312	8533	364711	375333	30106	26841	11487	11130	11212	11670	11725	11263	50831	58374	8060	8825	15250	14178	37179	36670	76408	78420	110196	115161	9105	10080	73140	77730	13727	12895
86	135.0453		230953	212807	221101	217408	216178	251705	263473	275411	274623	227933	238007	196007	196396	288031	290547	165402	164780	290129	296711	225971	228498	283291	283095	277484	282498	221243	218980	197993	189026	182573	191846	207709	212433	253478	269830	281271	286615	238760	236130	245002	235639	291400	300987	288470	297597	237386	236401	290059	301523	165007	163717	215760	226827	258651	276199	211418	205364	258259	256689	218997	222570	255852	268955	150033	141630	217404	236016	197642	199269	231710	245910	167910	173795	189758	190396	197117	204329	200151	208879	198760	210402	133226	138264	200434	203522	166411	167431	182019	181415	214811	215721	198986	194378	165585	171103	1734855	1810018	204394	210310	175725	184265	184975	202141	193888	198697	164151	169951	175981	190228	161793	162171	159450	165997	209921	218425	156935	158069	205071	212598	198046	201865	142110	146083	147153	155982	166384	170840	191009	198613	194368	198781	207627	206429	216139	208470	161335	165158	182049	185875	169146	173980	205738	202353	123307	129252	210779	203424	200924	198683	197860	195437	163512	168506	183328	193876	252299	246040	156195	160326	186441	196704	199865	191010	191984	208088	182069	179215	175745	187178	174187	173142	194414	195090
87	136.0164		5965	5309	5447	5202	4913	5509	6321	4049	3885	4346	5907	6928	5772	4517	4865	3853	3283	6570	7062	4495	5376	5243	6498	5650	4424	5384	4410	4305	4753	3957	6257	5249	5672	5530	3881	5202	4530	6243	5559	4159	3822	6085	4708	5681	5673	5279	6156	5080	5304	4801	5138	6047	5595	4620	4836	5050	4185	4346	4046	6002	5152	4953	3794	3852	4240	4373	5064	4506	2890	3170	3779	3277	3658	7389	8245	9836	11067	4373	4417	3650	3441	4018	4995	9702	8880	5409	3660	7684	7981	3730	3943	3656	5460	3949	4894	4577	6118	3832	4130	4107	4659	9407	11215	6649	7229	4319	4517	6349	6516	4027	3924	4459	3670	3349	4892	4135	2821	6483	6388	3089	4421	4107	3238	3672	2674	3700	3782	5812	5269	7862	8639	10406	8561	3252	3671	3839	2781	4763	3310	5102	3277	4595	4030	3326	4484	11145	10576	4518	4314	3499	3877	4395	3858	3037	3807	4674	5689	4636	3484	3616	4439	4284	4328	5991	5486	5294	5897	4324	3874	5143	4685	3550	4712
88	136.0394		36171	33136	36808	31705	32580	31946	30719	34736	34719	33062	33533	33873	36223	29410	32888	31508	32856	34213	34192	33884	36715	38044	38598	35610	33487	35379	36828	30966	31073	31054	30003	35277	31999	34253	34464	32046	32452	38518	37460	31017	32052	34882	36910	35043	34961	34949	34717	36225	33444	32694	34140	32047	34412	30801	36429	36530	31183	33885	33542	33488	36366	34530	36246	29402	29273	18184	18338	12365	10945	9538	9231	8657	8904	23539	23415	28386	29061	15719	16750	11675	12407	8409	7479	23868	25320	13642	9631	21094	22793	15946	16124	12971	12623	9047	10174	10092	10433	8945	9239	7645	10011	28511	28352	25649	25096	12152	12359	21778	21682	10217	8935	8895	7725	9200	9184	7348	6962	17874	19006	7311	8585	8549	7202	8188	6260	9009	8032	16371	16904	24685	25363	28763	26301	15144	14600	9884	8750	9413	9847	8293	6346	9048	9945	6233	7282	32072	32608	11340	10931	6211	8388	8768	9388	8235	6999	12724	13538	6723	6904	8426	7421	11480	9792	14228	16699	13424	19494	8004	7269	15592	14709	9510	9304
89	136.0767		28053	24735	22043	24688	26046	27545	27887	26954	24981	31385	29469	34379	38430	28425	25400	36927	43473	28232	30861	26051	25392	26138	28242	27330	21959	25762	28412	36847	31637	32765	32356	23132	25739	23427	32334	26759	29440	26906	28098	28739	22860	29963	28198	27350	28205	24937	23776	29769	26831	38162	40574	29461	30070	28848	27766	21314	23576	25050	24469	23933	24201	24958	25173	35686	40362	14471	14072	7434	5681	7486	5822	5365	5646	8705	8777	10545	13311	6474	7141	6925	5213	4768	4073	9804	9454	3631	3532	9274	8768	5120	7163	3111	4874	5175	3261	6559	5107	4405	3812	7904	8504	8584	10178	7225	8813	4215	4198	4862	7652	3764	4672	3964	4678	3325	3641	3202	4570	6826	7441	3965	4886	5118	4058	3995	4151	3515	5138	5647	7086	9240	7221	10239	8839	4742	4741	3500	2946	3604	2926	3327	5030	3714	3444	3614	2977	8712	12817	3950	5798	4495	3733	4982	3157	2724	3720	4588	3960	2926	2606	2129	3371	3448	4118	7298	4621	6152	7586	3502	4188	5240	5575	2962	3612
90	139.9982		8188	7274	6543	8953	8050	8227	6860	6923	6824	7685	6326	8592	8238	8306	7794	8527	9942	7905	6667	8303	7434	7544	7762	7753	7721	10256	8535	8971	8600	7851	9359	7508	6566	7117	7420	7233	8740	8017	7505	6913	7969	8354	8017	7621	8392	7967	7816	7835	7457	9593	11549	7711	7474	7783	7988	8782	8126	6798	7989	7399	7424	7378	7739	9387	10082	6556	6684	7316	5530	5182	6356	6205	6131	5203	5769	4983	5915	5661	6621	6499	5772	5215	6167	5103	5453	5429	6000	6079	5504	5929	6885	5759	5566	6410	6590	6043	5624	5567	5797	7261	6471	6308	5609	6032	5542	6573	6118	5501	5520	5614	5845	5448	6015	6975	6335	5371	6181	5932	5688	5741	7330	5618	5918	6400	5668	6697	6016	5615	6356	5798	7337	5980	5689	6733	5798	6314	6419	5719	6517	6440	5817	6161	5758	6460	6001	7054	5575	6139	6052	5926	6161	6172	6274	6285	6424	6729	5504	5910	6368	6412	6481	6141	6469	5651	6567	6215	5465	5995	6068	5880	5895	5515	6099
91	140.072		12989	13585	13159	14220	12376	11919	13593	13302	12530	13521	14660	15961	15637	13391	12436	14637	18065	14486	14462	12914	13301	14463	14614	13891	13910	14439	14119	16238	15809	13957	14309	13956	13442	13563	14071	14274	13241	11681	13182	13013	14456	13075	12779	11781	14284	13662	11811	13546	14271	16809	15752	13555	14200	13417	14161	11275	12515	11123	12653	11710	13314	12389	13015	15593	14915	13392	13658	10317	10444	10270	10900	10111	9583	13988	14812	16530	17250	12740	12553	9932	9863	9939	10020	13699	16643	10721	11835	13130	14972	10898	10297	9702	11208	10428	11225	12020	10586	10055	9410	10620	11511	16100	16892	14616	15878	12024	12207	14878	14610	9647	10350	11055	9918	10698	11960	11445	12853	13777	13285	10423	10589	11009	10405	9791	10416	9547	9138	12539	13757	15220	16377	16471	15198	12247	11820	10842	11768	10437	11060	9774	10346	11715	11300	11167	10762	17828	18504	13394	11592	11162	10311	10359	10210	11611	10851	12178	11247	10600	9538	9192	9266	11596	13091	12796	13242	12778	14162	10854	9973	10695	11757	9616	9351
92	140.0818		9932	7829	8695	9716	9987	9317	8323	10021	9855	9501	8478	9370	9261	9564	10780	10565	11347	9234	9304	10555	9815	9320	10704	8559	10338	10069	8680	9967	9677	7706	10449	9808	8350	8528	8977	9464	8615	8724	9164	9765	9412	8997	9251	8682	8371	10603	8984	9291	10078	10815	11484	10696	9638	9212	9778	8056	8356	8745	8929	8284	8890	8816	9430	11044	12136	7933	8242	8653	8620	7357	6807	7289	7216	8292	9418	8154	8625	8587	8460	7871	7355	7406	7105	9279	9117	9452	9332	9377	9284	8101	8290	8175	8585	7272	7528	7651	7335	8679	9522	7853	8143	10067	10486	10626	9071	9762	9563	10482	9600	9109	8998	7374	7690	9631	9484	10384	10035	9629	9534	6964	7681	8953	9396	9662	9280	8903	9061	8673	9197	10121	10667	9401	9069	10081	9774	9826	10252	9405	10448	9505	9708	8195	8005	7709	7539	10501	11388	10537	9553	7932	8622	7355	7564	10422	8860	9235	9085	8372	8312	8999	8679	9827	11399	8196	7958	8439	7891	9304	9213	8650	7993	7808	7822
